Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
U10,PSRAM (oSPI /HyperRAM),BGA-24_5x5_6.0x8.0mm,13.600046,-9.0472,0.0,top
U2,NCP115-2.5,Texas_X2SON-4_1x1mm_P0.65mm,18.171539,-14.908821,90.0,bottom
U2,NCP115-2.5,Texas_X2SON-4_1x1mm_P0.65mm,24.028553,-56.091179,270.0,bottom
U2,NCP115-2.5,Texas_X2SON-4_1x1mm_P0.65mm,40.371539,-14.908821,90.0,bottom
U2,NCP115-2.5,Texas_X2SON-4_1x1mm_P0.65mm,68.428553,-56.091179,270.0,bottom
U2,NCP115-2.5,Texas_X2SON-4_1x1mm_P0.65mm,62.571539,-14.908821,90.0,bottom
U2,NCP115-2.5,Texas_X2SON-4_1x1mm_P0.65mm,46.228553,-56.091179,270.0,bottom
U3,USB3343,QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm,36.663205,-16.678121,180.0,top
U3,USB3343,QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm,58.863205,-16.678121,180.0,top
U3,USB3343,QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm,49.936887,-54.321879,0.0,top
U3,USB3343,QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm,27.736887,-54.321879,0.0,top
U3,USB3343,QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm,14.463205,-16.678121,180.0,top
U3,USB3343,QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm,72.136887,-54.321879,0.0,top
U4,NCP115-1.8,Texas_X2SON-4_1x1mm_P0.65mm,59.900046,-9.4722,180.0,bottom
U4,NCP115-1.8,Texas_X2SON-4_1x1mm_P0.65mm,48.900046,-61.5278,0.0,bottom
U4,NCP115-1.8,Texas_X2SON-4_1x1mm_P0.65mm,15.500046,-9.4722,180.0,bottom
U4,NCP115-1.8,Texas_X2SON-4_1x1mm_P0.65mm,26.700046,-61.5278,0.0,bottom
U4,NCP115-1.8,Texas_X2SON-4_1x1mm_P0.65mm,71.100046,-61.5278,0.0,bottom
U4,NCP115-1.8,Texas_X2SON-4_1x1mm_P0.65mm,37.700046,-9.4722,180.0,bottom
U7,W25Q128JVP,WSON-8-1EP_6x5mm_P1.27mm_EP3.4x4mm,13.762546,-16.413043,0.0,bottom
U7,W25Q128JVP,WSON-8-1EP_6x5mm_P1.27mm_EP3.4x4mm,72.837546,-54.586957,180.0,bottom
U7,W25Q128JVP,WSON-8-1EP_6x5mm_P1.27mm_EP3.4x4mm,35.962546,-16.413043,0.0,bottom
U7,W25Q128JVP,WSON-8-1EP_6x5mm_P1.27mm_EP3.4x4mm,28.437546,-54.586957,180.0,bottom
U7,W25Q128JVP,WSON-8-1EP_6x5mm_P1.27mm_EP3.4x4mm,58.162546,-16.413043,0.0,bottom
U7,W25Q128JVP,WSON-8-1EP_6x5mm_P1.27mm_EP3.4x4mm,50.637546,-54.586957,180.0,bottom
Y1,Osc48MHz,Crystal_SMD_3225-4Pin_3.2x2.5mm,34.899598,-6.95,0.0,bottom
Y1,Osc48MHz,Crystal_SMD_3225-4Pin_3.2x2.5mm,12.699598,-6.95,0.0,bottom
Y1,Osc48MHz,Crystal_SMD_3225-4Pin_3.2x2.5mm,51.700494,-64.05,180.0,bottom
Y1,Osc48MHz,Crystal_SMD_3225-4Pin_3.2x2.5mm,29.500494,-64.05,180.0,bottom
Y1,Osc48MHz,Crystal_SMD_3225-4Pin_3.2x2.5mm,73.900494,-64.05,180.0,bottom
Y1,Osc48MHz,Crystal_SMD_3225-4Pin_3.2x2.5mm,57.099598,-6.95,0.0,bottom
